co,no,no2,o3,so2,pm2_5,pm10,nh3
0.14129480409707687,0.007626178591236828,0.09065874021943435,0.3838332127032323,0.4274910338375176,0.3522285627618633,0.32919037636018766,0.21679953334629595
0.19052008187599256,0.011693473839896468,0.18804913231630016,0.3232298268222501,0.47208794635895845,0.36417236999260627,0.350886825729593,0.33015749562512153
0.28532335964671524,0.012617859123682752,0.36482056213664377,0.21462742951965683,0.5018711991267738,0.40933133637932023,0.4088882233536321,0.47287575345129307
0.3691889005867598,0.0025882787946015897,0.5505966691436814,0.09467403392942256,0.49446436924996107,0.4387737691243105,0.44882033875744565,0.5910946918141162
0.4457612514628029,0.006470696986503975,0.6464571403593128,0.021448620403551822,0.49446436924996107,0.48723150131761056,0.5069382050514126,0.7240909974722924
0.46763945614459124,0.011323719726381956,0.5925165012895047,0.012763253129027133,0.47957274286605345,0.5313477543746565,0.561179328474926,0.8522263270464708
0.4457612514628029,0.00439083009798484,0.50863312497268,0.022719649760799338,0.4200842039607049,0.5321060913416878,0.5656883298392732,0.8817810616371767
0.4238830467810145,0.0020336476243298205,0.4427153910040652,0.028704079651173053,0.36059566505535634,0.5151383017043625,0.5508468936141891,0.8619482792144662
0.4165912222272291,0.0038824181919023845,0.4187612012064518,0.021766377742863698,0.31966318415718076,0.5107968225681082,0.5471032577950816,0.7931168578650593
0.380128002927654,0.005037899796635238,0.38278620448485373,0.01797094285663848,0.2527678153750195,0.4720078867044572,0.5015972846161526,0.5615399572234104
0.30355565205161084,0.0019412090959511925,0.31385234077894825,0.026179674122195348,0.1765944175892718,0.40043983544087824,0.415709959735117,0.32510208049776396
0.2525074181342488,0.0005546311702717693,0.24797831883551164,0.036595053577418046,0.15055356307500392,0.36680759095304005,0.37313234168580084,0.2216605094302936
0.22698330117556775,0.00027731558513588466,0.20898719237662278,0.04164386463537346,0.1449399656946827,0.367243634709083,0.3678413363947955,0.16507874781256077
0.21604419883467363,0.00032353484932519876,0.18503300257900945,0.04102600314226702,0.1449399656946827,0.3855574724628889,0.3812685101993278,0.13182967139801674
0.2123982865577809,0.0009706045479755961,0.17904445512960615,0.03218175719808639,0.1449399656946827,0.4142036513924963,0.40612625203820174,0.1170523041026638
0.21969011111156633,0.006424477722314661,0.19102155002841276,0.01608205200628453,0.15796039295181666,0.45615864409350304,0.4454427473295398,0.11821893836282325
0.2780315350929298,0.06244222591976335,0.20601477466451018,0.001553480325524741,0.21557773273039144,0.5341156843043208,0.5275531596286313,0.17732840754423487
0.41294394444012034,0.22929376964318726,0.21200332211391354,0.0,0.32714798066427575,0.6656871480842513,0.675668031013943,0.30060276103441574
0.5259795146157387,0.400813459049732,0.2239804170127202,0.0014828675834554345,0.42382660221425233,0.7583559254554763,0.7795248078266945,0.38421154967917565
0.5186876900619533,0.42558698465520434,0.23595751191152686,0.007802707998658356,0.5092780290035864,0.7538627789258159,0.7756314265748228,0.4335990666925919
0.5697359239793154,0.4338602329450915,0.31385234077894825,0.019400850883541935,0.6431467331981913,0.8085388742487727,0.8375095670693155,0.6109274742368268
0.6353691725144642,0.3470604547975596,0.49665603007387327,0.04923473440782389,0.8513176360517699,0.9249435986880772,0.9503677082293435,0.7143690453042971
0.24156831579335464,0.019088556110186724,0.21200332211391354,0.3737355905873215,0.8811008888195854,0.6688911217699586,0.625353565605138,0.1429126968695314
0.1668189210557579,0.013911998520983545,0.15954889190016175,0.3888820237611877,0.6951504755964448,0.49898572430659566,0.46544208179428304,0.14174606260937198
0.1631730087788652,0.01363468293584766,0.19701009747781612,0.3989796458770985,0.7621238110088883,0.4855821184143175,0.45406142890419626,0.16760645537623955
0.5041026754441664,0.0694549488226693,0.44870393845346856,0.1098381202888061,0.5836581942928427,0.9969287352835234,0.9870553392565969,0.8226715924557652
0.4238830467810145,0.06250945394040237,0.334834112864449,0.11866471304746941,0.42382660221425233,0.9452859878286919,0.9291537719210675,0.7734785144857087
0.3655429883098671,0.055563959058135416,0.2898981509813349,0.11866471304746941,0.30484952440355534,0.895065122187044,0.8648630661209278,0.49270853587400354
0.2926165497107167,0.0486184641758685,0.21200332211391354,0.14392642152276378,0.21932013098393893,0.8371850531783801,0.7892915377192107,0.23410460820532764
0.24156831579335464,0.041672969293601564,0.13262228439043577,0.17171253552703586,0.16357399033213788,0.7880827345631033,0.7314565239093541,0.13805172078553374
0.2123982865577809,0.03472747441133464,0.09214494907549066,0.18433456317192437,0.13753313581786997,0.7544125732269136,0.6956507270972679,0.10713591289130857
0.20145918421688674,0.02778197952906772,0.07640862001136513,0.18433456317192437,0.13012630594105726,0.7337478908753107,0.6751356028085588,0.09371961889947501
0.19598895029133165,0.020836484646800792,0.07116317698998993,0.18181015764294667,0.12638390768750976,0.7259749369632398,0.667082626202123,0.087497569511958
0.20145918421688674,0.013890989764533866,0.07566551558333696,0.17676134658499126,0.12451270856073601,0.7280034883500485,0.6688130178696217,0.08633093525179857
0.22333602338845904,0.006945494882266941,0.10412204397429732,0.1578194785248998,0.13940433494464372,0.7444973173829793,0.6871318758111211,0.11219132801866613
0.2780315350929298,0.0,0.18804913231630016,0.11741133687573921,0.18953687821612353,0.7806510322861966,0.7316229077235367,0.174995139023916
0.3217865789462904,0.00674801257163986,0.27490492634523755,0.08710081734248945,0.24902541712147203,0.7913815003696895,0.7511230907457322,0.2241882169939724
0.31084747660539624,0.02680717322980218,0.253966866284915,0.10856709093155859,0.2825510681428349,0.7570477941873472,0.7210408971415261,0.2586039276686759
0.28532335964671524,0.035588833425771856,0.21799186956331684,0.147721856408989,0.3085139560268206,0.7194911558951221,0.687314898006722,0.32510208049776396
0.25979924268803417,0.03096690700684045,0.20002622721510682,0.204529807403746,0.36059566505535634,0.696930631125941,0.6644371235566204,0.3449348629204744
0.1668189210557579,0.020336476243298207,0.17156969882414652,0.295443712817978,0.6431467331981913,0.5547234913833964,0.5189511164353932,0.19716118996694537
0.14311776023552322,0.018025513033832503,0.17904445512960615,0.32827863788020545,0.769530640885701,0.5187024854494096,0.4827459984692689,0.16760645537623955
0.13400161403307542,0.014928822333148456,0.18804913231630016,0.3434250710540717,0.8513176360517699,0.5000284376362638,0.46524242121726395,0.16760645537623955
0.20145918421688674,0.018811240525050843,0.3078637933295449,0.27272406305717867,0.8513176360517699,0.5205414525944605,0.4955908289241623,0.29807505347073693
0.3363715935640773,0.018302828618968387,0.5026445775232766,0.1552950729959221,0.6803368158428194,0.5814169526228982,0.5718112542011913,0.48279214466264825
0.46034626608058976,0.015575892031798853,0.7003977794291208,0.03565943474499974,0.5167628255106815,0.6198077615788578,0.6225250407640345,0.6255104024888197
0.5405658947437416,0.07848031059345535,0.7243519692267343,0.00045898282345049164,0.4423826602214253,0.6612129599787667,0.6735383181924062,0.7635621232743535
0.5186876900619533,0.05366056572379367,0.6584342352581194,0.0019241972213885996,0.4125994074536099,0.6942574933171556,0.7070979335130279,0.8226715924557652
0.42023713450412187,0.0046219264189314106,0.5146216724220833,0.03502392006637598,0.36433806330890384,0.6849489070468464,0.6864996173172274,0.7439237798950028
0.30355565205161084,0.004108379039050143,0.31686847051623895,0.09721609264391759,0.30110712615000784,0.6477714372381369,0.6337060330771023,0.5763173245187634
0.2780315350929298,0.003594831659168875,0.2599554137343183,0.10099387434462548,0.24902541712147203,0.6559993933304266,0.6377990749059931,0.4580983861559401
0.2525074181342488,0.0030812842792876075,0.23298509419941427,0.09846946881564778,0.1970216747232185,0.6551083473941648,0.6300289507836678,0.30060276103441574
0.21604419883467363,0.002567736899406339,0.19102155002841276,0.10099387434462548,0.14127553407141746,0.6369840938821166,0.6020931083824166,0.16760645537623955
0.19416599415288527,0.002054189519525071,0.1505879267386458,0.10351827987360318,0.1171058786839233,0.6354484615238782,0.5945559215999467,0.12191328018666146
0.18322689181199112,0.0015406421396438035,0.12361760720374175,0.10099387434462548,0.10408545142678935,0.6439228771304532,0.6000632258493894,0.1022749368073109
0.18140393567354476,0.001027094759762536,0.11461293001704768,0.09342065775769237,0.1022142523000156,0.6562458528447117,0.6112608565438754,0.09741396072331324
0.18322689181199112,0.0005135473798812678,0.11312672116099139,0.08205200628453405,0.10034305317324188,0.6692323734051228,0.6234567901234568,0.09741396072331324
